drive name,time,left_enc,right_enc,euler_x,euler_y,euler_z,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
sample_drive_3,2020-05-31 08:14:14.377573,38,-37,34.4375,0.1875,91.4375,2.25,-5.0,12.375,0.65,9.57,-0.33,-0.4375,-2.8125,2.8125
sample_drive_3,2020-05-31 08:14:16.389646,125,-123,79.5,-0.75,90.5625,13.1875,-6.0625,2.0625,0.4,9.55,-0.15,-3.875,-13.5,0.1875
sample_drive_3,2020-05-31 08:14:18.401225,247,-243,136.75,-1.1875,89.3125,7.6875,-11.875,-11.25,2.26,9.22,-0.83,-2.9375,-131.0625,-3.8125
sample_drive_3,2020-05-31 08:14:20.413793,343,-341,180.3125,-0.4375,89.6875,-2.5,-15.5,-15.0,-2.3,10.02,-0.67,1.8125,-131.0,9.25
sample_drive_3,2020-05-31 08:14:22.430989,513,-510,262.8125,1.3125,90.3125,-15.5625,-12.6875,-0.375,0.22,9.61,-0.24,0.0625,-0.125,0.125
sample_drive_3,2020-05-31 08:14:24.447252,425,-423,217.5625,1.5625,90.0,-10.0,-15.1875,-10.5625,0.19,9.62,-0.09,0.0,-0.0625,-0.0625
sample_drive_3,2020-05-31 08:14:26.461268,251,-250,136.9375,0.875,90.0625,7.25,-12.6875,-12.0,0.02,9.61,-0.16,-0.0625,0.0,0.125
sample_drive_3,2020-05-31 08:14:28.473858,-9,9,13.75,1.0625,90.1875,6.375,-3.6875,12.375,0.07,9.63,-0.39,0.0,-0.0625,0.0
sample_drive_3,2020-05-31 08:14:30.489695,-9,9,14.1875,0.625,91.625,6.375,-3.6875,13.0625,0.08,9.63,-0.37,0.0,0.0625,0.0
sample_drive_3,2020-05-31 08:14:32.505011,-9,9,14.1875,0.625,91.625,7.0625,-4.375,12.375,0.08,9.61,-0.37,0.0,-0.125,0.0
sample_drive_3,2020-05-31 08:14:34.522129,-9,9,14.1875,0.625,91.625,6.6875,-3.25,13.0625,0.06,9.61,-0.42,0.0,0.125,-0.0625
sample_drive_3,2020-05-31 08:14:36.539843,-9,9,14.1875,0.625,91.625,6.375,-4.0625,12.6875,0.04,9.63,-0.38,-0.125,0.0625,0.0
sample_drive_3,2020-05-31 08:14:38.554001,-9,9,14.1875,0.625,91.625,6.375,-4.0625,13.5,0.07,9.62,-0.37,0.0,0.0,0.0625
sample_drive_3,2020-05-31 08:14:40.570589,-9,9,14.1875,0.625,91.625,-5.375,-6.875,25.875,0.09,9.62,-0.41,0.0,-0.0625,0.0625
drive name,time,left_enc,right_enc,euler_x,euler_y,euler_z,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
sample_drive_3,2020-05-31 08:15:09.973367,0,0,14.1875,0.625,91.625,-6.875,-6.5625,24.25,0.08,9.62,-0.37,0.0,0.0,0.0
sample_drive_3,2020-05-31 08:15:11.987819,39,-37,32.875,0.25,91.3125,2.375,-3.0625,13.1875,0.48,9.44,-0.12,-2.375,-10.0,-0.125
sample_drive_3,2020-05-31 08:15:14.000079,125,-123,77.75,-0.625,90.4375,13.0,-5.0625,3.25,-0.36,8.98,-0.16,-2.9375,4.5625,5.5625
sample_drive_3,2020-05-31 08:15:16.011342,246,-243,133.8125,-1.0,89.5,8.6875,-10.5,-10.6875,1.61,8.03,-1.47,-4.8125,-132.0,-5.0
sample_drive_3,2020-05-31 08:15:18.024696,350,-347,182.8125,-0.375,89.5,-2.5625,-14.75,-14.375,-1.36,11.3,-1.23,3.8125,-134.4375,3.25
sample_drive_3,2020-05-31 08:15:20.038393,515,-512,271.1875,1.375,90.375,-15.0625,-13.0625,2.375,0.24,9.62,-0.23,-0.0625,0.0625,0.0625
sample_drive_3,2020-05-31 08:15:22.054675,427,-425,226.625,1.6875,90.25,-11.875,-14.5,-10.0,0.23,9.62,-0.12,0.0625,0.0625,0.0
sample_drive_3,2020-05-31 08:15:24.070196,251,-251,138.1875,0.6875,89.9375,6.75,-10.6875,-12.5625,0.02,9.62,-0.12,0.125,0.0,-0.125
sample_drive_3,2020-05-31 08:15:26.083744,-10,9,7.625,0.9375,90.5,5.5,-3.0625,12.6875,0.08,9.61,-0.35,-0.0625,-0.0625,0.0625
sample_drive_3,2020-05-31 08:15:28.101247,-10,9,7.9375,0.6875,91.5625,4.75,-3.0625,13.5,0.08,9.61,-0.4,0.0,-0.0625,0.0
sample_drive_3,2020-05-31 08:15:30.118082,-10,9,7.9375,0.6875,91.5625,6.5625,-3.0625,12.6875,0.09,9.61,-0.36,0.0625,0.0625,0.0
sample_drive_3,2020-05-31 08:15:32.135110,-10,9,7.9375,0.6875,91.5625,5.875,-3.375,13.875,0.06,9.61,-0.35,-0.0625,-0.125,-0.0625
sample_drive_3,2020-05-31 08:15:34.146194,-10,9,7.9375,0.6875,91.5625,6.25,-3.0625,13.0625,0.07,9.62,-0.36,0.0,0.0625,0.0
sample_drive_3,2020-05-31 08:15:36.163027,-10,9,7.9375,0.6875,91.5625,5.5,-3.375,11.875,0.1,9.61,-0.38,0.0,-0.125,0.125
sample_drive_3,2020-05-31 08:15:38.178289,-10,9,7.9375,0.6875,91.5625,5.5,-3.375,12.6875,0.07,9.59,-0.39,0.0625,0.0625,-0.125
drive name,time,left_enc,right_enc,euler_x,euler_y,euler_z,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
sample_drive_3,2020-05-31 08:16:35.074780,0,0,7.9375,0.6875,91.5,-7.1875,-5.375,22.75,0.07,9.64,-0.38,0.0,0.0625,-0.0625
sample_drive_3,2020-05-31 08:16:37.089894,39,-37,26.125,0.1875,91.4375,-1.0,-3.0,13.5,0.2,9.51,-0.37,1.25,-5.5,2.375
sample_drive_3,2020-05-31 08:16:39.102926,125,-123,70.375,-0.5625,90.5,11.6875,-4.25,3.75,-0.46,9.61,-0.18,-0.6875,6.1875,3.0
sample_drive_3,2020-05-31 08:16:41.113670,245,-241,125.375,-1.0,89.5,4.0,-7.75,-7.875,2.26,9.81,-1.11,-7.25,-155.8125,-8.4375
sample_drive_3,2020-05-31 08:16:43.126404,348,-349,176.625,-0.5,89.5,-2.5625,-11.6875,-13.375,-0.39,9.37,-0.96,-9.75,-149.25,-5.375
sample_drive_3,2020-05-31 08:16:45.143554,515,-514,263.5625,1.4375,90.0625,-15.375,-11.1875,-0.0625,0.22,9.61,-0.22,0.0,-0.0625,0.0
sample_drive_3,2020-05-31 08:16:47.159235,427,-427,218.5625,1.5625,90.3125,-11.1875,-12.25,-9.75,0.22,9.62,-0.17,0.0625,0.0,-0.125
sample_drive_3,2020-05-31 08:16:49.173578,254,-254,133.25,0.6875,90.1875,8.875,-8.875,-11.1875,0.02,9.61,-0.14,-0.0625,0.0,0.0625
sample_drive_3,2020-05-31 08:16:51.187644,-6,6,12.6875,0.9375,90.625,7.0625,0.25,13.375,0.07,9.62,-0.37,0.0,0.0625,-0.1875
sample_drive_3,2020-05-31 08:16:53.202810,-6,6,13.0,0.625,91.5,7.0625,-0.0625,12.5625,0.06,9.63,-0.39,0.0,-0.1875,0.0
sample_drive_3,2020-05-31 08:16:55.221525,-6,6,13.0,0.625,91.5,7.0625,-0.0625,11.5,0.09,9.63,-0.39,0.0,-0.0625,0.1875
sample_drive_3,2020-05-31 08:16:57.239221,-6,6,13.0,0.625,91.5,7.375,-0.0625,12.1875,0.07,9.62,-0.37,0.0,0.0625,0.0
sample_drive_3,2020-05-31 08:16:59.255095,-6,6,13.0,0.625,91.5,7.375,-0.375,13.0,0.06,9.62,-0.37,0.0,-0.0625,-0.0625
sample_drive_3,2020-05-31 08:17:01.272700,-6,6,13.0,0.625,91.5,6.375,-0.375,11.0625,0.06,9.61,-0.38,0.0,0.125,0.0625
sample_drive_3,2020-05-31 08:17:03.288998,-6,6,13.0,0.625,91.5,6.6875,0.25,12.1875,0.07,9.62,-0.37,0.125,-0.125,0.0625
